00000010010010011001100101000100 00011110001111101110000100100110
01001101001100101010101111111110 01101011101001100101000100010010
01100011000100010000010000001000 10100111100111101011110001010101
00000111100110001101110000010010 11100101011101100111110101010100
11011100011101100011100001110100 10111000000010000001111000011101
10001101011110101110001000110001 10010101101011010101111101010111
10100111101111001000110011110000 01010111010111011110000100000100
11011010001100001100001110110000 11101010111101011001010101011110
01100110100110101000010010010111 10100000011010000000100110010011
11001000110000011000001010000101 10011001101110100000101111001111
10110100101101101111010010011010 10100110111100010010100010111010
00111010111001100001110111011001 01000011011011000001111000010010
01011011011111100011000001111100 00111011100010011000111111101100
01011010000010100101110010011010 00011010010101011000111010011110
10001100101011110010011011001000 11110110100100110100100000111000
11111101001101101011000011000111 00011100111101110011111000001101
01010100101011
10101011000010111001101010001111 01010011011010011011010000100001
00000000111011110001010101010110 10001111111110000100101001110111
00010100001111100011010010001110 01010101010101010010110100101000
01111011100111010111011110100001 10001000110101111010101010110110
11000001001111110010110100010011 01101111011101011010001000101010
01011101110010100101100000001001 01101011100111110011111100010111
00000111111001001011000010110100 01001101100110001110010110011100
00010001100111101110010011011011 10000001001000111010010101001011
01101001010001010111000000111110 01110001110110101101010010100101
01101010000101010000000110010001 11000001101001101111000111110001
00100111110100110100000010011111 00100011010100101101010001011010
01001111100110110011110110100011 00100010010110100000100101000100
00011101100001011111100101111011 01000001110101010001001001010110
10011101010011101111001000110001 01100010101010111101110011101001
11110100010011010011101011110110 11000001111011000011111010110011
11101110110011101100010110101010 01011010101010100000100001100000
01001101001010
11110100010111111000010010001100 10111111001101001110110011100010
00001000000110111111010011001111 01111100101111011101010000110000
00100110110100110000101101011000 00000111000000010001000100101001
11011010101010100001000110000000 01011101000110101110110010000001
01110011110110111111001001010110 11001010010100110001001101110011
10011001011100001011011101111011 10100101000011110111011110110011
10011101011001011001110111001010 01000010101001000001010010011101
10001011010100111001110000111110 10001100010011111001110100101101
11111101100011001111001000001111 10000011110101010011011100000100
01100010111100101101101011011011 11110110111101101000101001000111
00101001000011110001000000110110 10011111000110001100011101010010
11111000011111111000000101001110 10011010010101110001011101100100
10101110010101100000110010001101 10100010010100001011101010011011
10000011010111011010000001010010 00000111111100110110110010111001
11000001100010001110101110011111 10110001000001111011100001110000
11011001111100100000010110000010 00101011111111001010011110011110
01010001101010
11001110111101111100111100000101 00011100101100100110110000111010
10010011101011011010010010011000 11111101011110101110100010111100
00001010001001110001111111101011 01110111001000111111011101011111
01111001110111110011011100111110 00100111100111100011000010011010
10110000011101001111100011011100 01000011101000101001011110101000
00101111001111111011010000001111 00000001010100011010110010110101
11010110010111101000010101100110 11111001010101010000110000101010
01011100111000100110110011111101 00010111000101100001100101001110
00101110101110010010001011110100 11000000000110010001111101111100
10000100001111111011101001111111 01000000001010011001011001011110
01101111000011111011001111000111 01100100010011000000101010101011
01111100011000100100110111100100 10101100101000001100110110110100
00000101101011000111011000000100 10010011011010110110001110000011
00001100100010010100000110010001 01010100110010111010010001001110
01011101111010101100011010001010 10111110001000111001100101001100
01010000100101000011101010101101 11001011010101111110111110110101
01010010000001
11011100011011111111100001100111 01010110100110111100001001100010
