11000100111011111000111000100110 11001011110110101101000000010010
00110010010011110011000110001011 11011000110110001000000110101101
00011100010111010101101111000010 01110111100010100111011001010000
00111001100100111000010011010111 01100001100010011000010000111001
01001100100000000001001010010111 00101100000000001010001011111100
10000100001101101001110110100111 00100100010110101010000000111100
00011100001001010010101100100111 11101100101100110111111010001110
01000110111010110111110010110110 10101000110110011000001110010001
01001001001101100001001101100010 11010001100110101101111000111100
00000101111100010010110000001011 11100101000001010110000001101011
00001110101111101101011011011010 01101001001111100101100000001111
10011010100101011100010100100011 10111000011100110000001010001010
10000001010111100101111011001000 11111000000001000010000010000011
01010010010101111101011100010011 11111001011001010011101001010101
00110110010011101000110000010011 00100101010101101001010101011010
10111010011100010101111111100110 00001001011101100100011001101010
01010110011110
11110110110010001100000011100010 00000001111010110010101011001001
01111111111011101001010001000111 10111100101110111101000100010010
01001011001001001100011111010110 01011001001001101100111101111101
00010111011001110111010000011110 10111101010110011110010111100001
01011100001001100111111001111011 10000101011110111110110111010001
11011110110101111000011111100110 11101000100101101011110010110110
00100100101011011110111011101111 10111110101010011010100011101011
00110011010100001001101100011101 10100100101101100111010110100100
01001011000000011110101110011110 00011001111001011101101111110001
11010011110100100010001111000011 11101100111000111110100110100101
11001000000011011011010100100011 01010110000001000011100010110100
01110111001101010010111110111001 00111110001011100110111001111100
01111101100111011110100010010011 01101010100100100011110011001110
11111110101111110000010010001101 01111101101100001101110111011100
00011000101111001000001001111110 10110110100110101010010101010100
00000010000101001111000100111110 00100000000110100001100111101111
01001110100100
10110101111000110111110100001111 10001000001111001101100111001101
11101100110000010011010111101101 00011000111001110000111000011001
11010011111010111001010001111010 10100000101101000010100111011100
10001110111101011100100100101100 11101001010111000010101011011101
00111100001111000101111111010000 10010111001000011010011100000100
00011110010100001010111000010110 00111101001110001001010001110110
11001011110100110010111100100111 10011010110111101011011000110101
11011110000100010100111010110011 10010100111110010101100011000010
10000011111101001000111101101110 00100010101000110100010011011010
10010100111101110100001010011010 10100011111101111000000011011111
